sulfur,S_percent,carbon,nitrogen,N_percent,C_percent,site,type,species,max_forklength,my_rep,details,tray,UID,project,collection
NA,NA,-30.697135873001585,12.402203721975859,14.75,46.92,MR,Fish,H.cyanoguttatus,43,2,NA,Terrg 21-43.xlsx,TERRG_2020_05_MR_Fish_H.cyanoguttatus_43_2,TERRG,2020-05-15
NA,NA,-28.24976341718559,8.739644810685324,13.92,46.01,PD,Fish,H.cyanoguttatus,44,1,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_H.cyanoguttatus_44_1,TERRG,2020-05-15
NA,NA,-27.034453644915942,18.129900821710326,13.61,45.64,AR,Fish,H.cyanoguttatus,45,4,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_H.cyanoguttatus_45_4,TERRG,2020-05-15
NA,NA,-24.10699179189084,16.81672530958592,13.86,44.96,AR,Fish,H.cyanoguttatus,85,3,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_H.cyanoguttatus_85_3,TERRG,2020-05-15
NA,NA,-24.305795100877322,16.43606659431113,12.51,41.23,SF,Fish,H.cyanoguttatus,95,2,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_H.cyanoguttatus_95_2,TERRG,2020-05-15
NA,NA,-31.9289876930628,12.747388400936268,14.98,47.92,MR,Fish,H.cyanoguttatus,105,1,NA,Terrg 21-42.xlsx,TERRG_2020_05_MR_Fish_H.cyanoguttatus_105_1,TERRG,2020-05-15
NA,NA,-24.70577343515248,16.249774361172605,14.88,48.18,SF,Fish,H.cyanoguttatus,111,3,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_H.cyanoguttatus_111_3,TERRG,2020-05-15
NA,NA,-24.314562436726362,16.595516570943218,13.24,43.84,AR,Fish,H.cyanoguttatus,112,2,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_H.cyanoguttatus_112_2,TERRG,2020-05-15
NA,NA,-17.60618858425302,19.345218324355564,14.54,46.38,TR,Fish,H.cyanoguttatus,116,1,"""86-116""",Terrg 21-45.xlsx,TERRG_2020_05_TR_Fish_H.cyanoguttatus_116_1,TERRG,2020-05-15
NA,NA,-17.10165057227954,19.844812175520055,14.5,46.28,TR,Fish,H.cyanoguttatus,116,2,NA,Terrg 21-45.xlsx,TERRG_2020_05_TR_Fish_H.cyanoguttatus_116_2,TERRG,2020-05-15
NA,NA,-22.159619793180962,15.153167648265288,13.57,43.06,SF,Fish,H.cyanoguttatus,194,1,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_H.cyanoguttatus_194_1,TERRG,2020-05-15
NA,NA,-25.203128399101082,15.658395914511406,14.31,46.73,AR,Fish,H.cyanoguttatus,210,1,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_H.cyanoguttatus_210_1,TERRG,2020-05-15
NA,NA,-22.970980732462735,15.811841263904713,15.29,47.45,PL,Fish,I.punctatus,110,1,NA,Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_I.punctatus_110_1,TERRG,2020-05-15
NA,NA,-24.816600257008478,16.620768170204407,13.98,46.19,AR,Fish,I.punctatus,120,1,NA,Terrg 21-42.xlsx,TERRG_2020_05_AR_Fish_I.punctatus_120_1,TERRG,2020-05-15
NA,NA,-25.302283223810896,9.97689347198826,13.81,43.69,PD,Fish,L.auritus,167,1,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.auritus_167_1,TERRG,2020-05-15
NA,NA,-24.585063861125704,18.94345935385127,13.82,44.77,SF,Fish,L.cyanellus,24,2,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.cyanellus_24_2,TERRG,2020-05-15
NA,NA,-29.658628299911307,8.205080905761108,14.21,46.02,PD,Fish,L.cyanellus,42,7,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.cyanellus_42_7,TERRG,2020-05-15
NA,NA,-29.082413801102525,7.097698051869137,11.37,37.4,PD,Fish,L.cyanellus,51,6,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.cyanellus_51_6,TERRG,2020-05-15
NA,NA,-29.290831811309957,8.205080905761108,13.78,45.3,PD,Fish,L.cyanellus,52,5,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.cyanellus_52_5,TERRG,2020-05-15
NA,NA,-24.911388895994698,17.951579085519125,13.99,45.33,SF,Fish,L.cyanellus,59,3,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.cyanellus_59_3,TERRG,2020-05-15
NA,NA,-25.00804603292982,10.409779496691487,13.99,46.09,PD,Fish,L.cyanellus,71,4,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.cyanellus_71_4,TERRG,2020-05-15
NA,NA,-23.429270730524742,14.030347172371306,14.17,45.49,TR,Fish,L.cyanellus,73,1,NA,Terrg 21-45.xlsx,TERRG_2020_05_TR_Fish_L.cyanellus_73_1,TERRG,2020-05-15
NA,NA,-25.08058367373731,10.121859954679573,13.59,44.6,PD,Fish,L.cyanellus,75,3,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.cyanellus_75_3,TERRG,2020-05-15
NA,NA,-23.286086504946155,18.10665507779101,14.48,47.08,PL,Fish,L.cyanellus,103,1,"""L.CRANOLLUS""",Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_L.cyanellus_103_1,TERRG,2020-05-15
NA,NA,-24.61303387609457,17.10387329588336,13.84,45.38,PL,Fish,L.cyanellus,79,1,"""L.CRANOLLUS""",Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.cyanellus_79_1,TERRG,2020-05-15
NA,NA,-23.688948718350677,15.898336580819388,13.66,44.72,SF,Fish,L.cyanellus,82,1,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.cyanellus_82_1,TERRG,2020-05-15
NA,NA,-22.84193577517976,17.407807161763433,14.21,45.5,SF,Fish,L.cyanellus,100,1,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.cyanellus_100_1,TERRG,2020-05-15
NA,NA,-26.18693687493783,13.441163276881353,14.09,47.52,WM,Fish,L.cyanellus,85,1,NA,Terrg 21-39.xlsx,TERRG_2020_05_WM_Fish_L.cyanellus_85_1,TERRG,2020-05-15
NA,NA,-27.18987599966963,18.843801750966318,14.22,46.22,AR,Fish,L.cyanellus,90,1,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.cyanellus_90_1,TERRG,2020-05-15
NA,NA,-33.63240039171505,13.925016736508296,15.13,47.43,MR,Fish,L.cyanellus,91,1,NA,Terrg 21-42.xlsx,TERRG_2020_05_MR_Fish_L.cyanellus_91_1,TERRG,2020-05-15
NA,NA,-24.54753266556971,16.96730721848223,14.66,47.4,PL,Fish,L.cyanellus,94,3,"""L.CRANOLLUS""",Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_L.cyanellus_94_3,TERRG,2020-05-15
NA,NA,-24.015535906831474,16.155358169319648,14.51,47.04,PL,Fish,L.cyanellus,95,2,"""L.CRANOLLUS""",Terrg 21-42.xlsx,TERRG_2020_05_PL_Fish_L.cyanellus_95_2,TERRG,2020-05-15
NA,NA,-25.037674083400482,11.2856186629515,13.51,44,PD,Fish,L.cyanellus,96,2,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.cyanellus_96_2,TERRG,2020-05-15
NA,NA,-29.208642728668604,12.394805066932665,14.71,46.02,MR,Fish,L.cyanellus,103,2,NA,Terrg 21-42.xlsx,TERRG_2020_05_MR_Fish_L.cyanellus_103_2,TERRG,2020-05-15
NA,NA,-24.336817441232355,10.32622242680691,14.25,45.37,PD,Fish,L.cyanellus,110,1,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.cyanellus_110_1,TERRG,2020-05-15
NA,NA,-32.15713245690631,14.228238403751394,14.94,47.19,MR,Fish,L.gulosus,125,1,NA,Terrg 21-42.xlsx,TERRG_2020_05_MR_Fish_L.gulosus_125_1,TERRG,2020-05-15
NA,NA,-31.780329860334952,8.91528562282199,14.12,45.54,GC,Fish,L.gulosus,57,1,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.gulosus_57_1,TERRG,2020-05-15
NA,NA,-33.19138857472951,7.248052798857153,13.67,44.16,GC,Fish,L.gulosus,62,3,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.gulosus_62_3,TERRG,2020-05-15
NA,NA,-23.315064015866845,15.256014345978942,13.26,45.41,EM,Fish,L.gulosus,75,2,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.gulosus_75_2,TERRG,2020-05-15
NA,NA,-30.040262524626087,9.648223724178512,14.11,44.29,GC,Fish,L.gulosus,83,2,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.gulosus_83_2,TERRG,2020-05-15
NA,NA,-24.56106545581018,16.33538673692768,14.39,46.29,EM,Fish,L.gulosus,85,1,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.gulosus_85_1,TERRG,2020-05-15
NA,NA,-24.007807789186188,17.000730760365986,13.35,42.93,AR,Fish,L.gulosus,120,1,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.gulosus_120_1,TERRG,2020-05-15
NA,NA,-26.370831481695085,17.649929648809376,12.33,42.23,EM,Fish,L.macrochirus,32,10,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_32_10,TERRG,2020-05-15
NA,NA,-30.816738449086337,19.190697272928738,13.9,46.61,AR,Fish,L.macrochirus,35,8,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.macrochirus_35_8,TERRG,2020-05-15
NA,NA,-24.0292083057839,12.42156071168985,13.17,47.19,WM,Fish,L.macrochirus,35,1,NA,Terrg 21-39.xlsx,TERRG_2020_05_WM_Fish_L.macrochirus_35_1,TERRG,2020-05-15
NA,NA,-27.433234686718173,20.258532184013053,13.57,45.89,AR,Fish,L.macrochirus,38,7,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.macrochirus_38_7,TERRG,2020-05-15
NA,NA,-27.510616405446527,17.488124290389685,15.89,49.43,EM,Fish,L.macrochirus,38,9,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_38_9,TERRG,2020-05-15
NA,NA,-27.15408795745661,20.079554204565778,13.81,46.01,AR,Fish,L.macrochirus,45,5,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.macrochirus_45_5,TERRG,2020-05-15
NA,NA,-28.72495715306343,18.185595835378912,12.99,44.72,EM,Fish,L.macrochirus,46,6,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_46_6,TERRG,2020-05-15
NA,NA,-28.522737247236556,18.30217609361918,13.85,45.33,EM,Fish,L.macrochirus,46,7,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_46_7,TERRG,2020-05-15
NA,NA,-28.411456190174,8.817413351634748,13.91,45.58,PD,Fish,L.macrochirus,47,5,"""hybrid""",Terrg 21-45.xlsx,TERRG_2020_05_PD_Fish_L.macrochirus_47_5,TERRG,2020-05-15
NA,NA,-26.22359885991807,18.031362383587666,12.86,42.92,AR,Fish,L.macrochirus,48,4,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.macrochirus_48_4,TERRG,2020-05-15
NA,NA,-28.861821764798865,15.074438405360038,14.61,45.57,MR,Fish,L.macrochirus,140,1,NA,Terrg 21-42.xlsx,TERRG_2020_05_MR_Fish_L.macrochirus_140_1,TERRG,2020-05-15
NA,NA,-32.05687152929795,11.666468636976655,15.5,49.15,MR,Fish,L.macrochirus,49,1,NA,Terrg 21-42.xlsx,TERRG_2020_05_MR_Fish_L.macrochirus_49_1,TERRG,2020-05-15
NA,NA,-27.171006168816973,8.534814809561906,13.62,45.46,PD,Fish,L.macrochirus,49,4,"""hybrid""",Terrg 21-45.xlsx,TERRG_2020_05_PD_Fish_L.macrochirus_49_4,TERRG,2020-05-15
NA,NA,-25.32889780459255,17.84333495574137,13.91,46.04,AR,Fish,L.macrochirus,50,3,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.macrochirus_50_3,TERRG,2020-05-15
NA,NA,-25.975127595410527,17.44817570898418,14.17,47.02,AR,Fish,L.macrochirus,50,6,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.macrochirus_50_6,TERRG,2020-05-15
NA,NA,-28.64018820264105,17.91525023652862,13.52,45.69,EM,Fish,L.macrochirus,50,8,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_50_8,TERRG,2020-05-15
NA,NA,-32.61000377495362,11.765488596641104,13.6,44.18,GC,Fish,L.macrochirus,51,2,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.macrochirus_51_2,TERRG,2020-05-15
NA,NA,-28.343165186533145,8.407645465629127,14.05,45.9,PD,Fish,L.macrochirus,55,3,"""hybrid""",Terrg 21-45.xlsx,TERRG_2020_05_PD_Fish_L.macrochirus_55_3,TERRG,2020-05-15
NA,NA,-32.00264878273425,14.05799102247537,14.65,45.67,MR,Fish,L.macrochirus,113,2,NA,Terrg 21-42.xlsx,TERRG_2020_05_MR_Fish_L.macrochirus_113_2,TERRG,2020-05-15
NA,NA,-32.14587867931762,12.288022685777289,14.41,45.36,MR,Fish,L.macrochirus,58,2,NA,Terrg 21-42.xlsx,TERRG_2020_05_MR_Fish_L.macrochirus_58_2,TERRG,2020-05-15
NA,NA,-32.06948961136584,11.241961381386446,14.19,45.43,GC,Fish,L.macrochirus,59,3,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.macrochirus_59_3,TERRG,2020-05-15
NA,NA,-30.992878011821475,12.311192447726098,14.71,45.86,MR,Fish,L.macrochirus,60,3,NA,Terrg 21-42.xlsx,TERRG_2020_05_MR_Fish_L.macrochirus_60_3,TERRG,2020-05-15
NA,NA,-27.240989864344037,19.181553041552277,12.31,42.56,EM,Fish,L.macrochirus,61,5,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_61_5,TERRG,2020-05-15
NA,NA,-31.486061279780543,10.159669542158063,13.99,44.53,GC,Fish,L.macrochirus,63,1,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.macrochirus_63_1,TERRG,2020-05-15
NA,NA,-22.515560646546568,12.54818703851046,13.82,45.09,PL,Fish,L.macrochirus,66,6,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.macrochirus_66_6,TERRG,2020-05-15
NA,NA,-27.10311265582571,17.43887918130544,14.08,45.17,EM,Fish,L.macrochirus,69,4,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_69_4,TERRG,2020-05-15
NA,NA,-23.593813206617714,17.15203296058946,13.55,44.3,SF,Fish,L.macrochirus,70,4,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_70_4,TERRG,2020-05-15
NA,NA,-23.480264370033204,17.48031008493086,13.63,44.26,SF,Fish,L.macrochirus,71,4,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_71_4,TERRG,2020-05-15
NA,NA,-23.280786684141503,17.214466033316963,13.69,43.82,SF,Fish,L.macrochirus,71,3,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_71_3,TERRG,2020-05-15
NA,NA,-24.004021165810393,15.801666016596153,13.99,44.82,SF,Fish,L.macrochirus,87,3,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_87_3,TERRG,2020-05-15
NA,NA,-24.183039601867048,16.310193463812126,14.1,45.93,SF,Fish,L.macrochirus,73,6,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_73_6,TERRG,2020-05-15
NA,NA,-26.848805804558594,16.927333048164925,13.76,44.39,EM,Fish,L.macrochirus,74,3,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_74_3,TERRG,2020-05-15
NA,NA,-27.658224064685086,9.837967259409087,14.1,45.75,PD,Fish,L.macrochirus,83,2,"""hybrid""",Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.macrochirus_83_2,TERRG,2020-05-15
NA,NA,-27.26477889023427,8.735661630535105,14,45.39,PD,Fish,L.macrochirus,74,2,"""hybrid""",Terrg 21-45.xlsx,TERRG_2020_05_PD_Fish_L.macrochirus_74_2,TERRG,2020-05-15
NA,NA,-23.98969969092586,16.964733742406942,13.45,44.07,SF,Fish,L.macrochirus,78,5,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_78_5,TERRG,2020-05-15
NA,NA,-24.346713600547417,17.776363687864514,13.61,43.53,SF,Fish,L.macrochirus,75,5,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_75_5,TERRG,2020-05-15
NA,NA,-24.66307096871767,16.831035511187658,13.81,45.64,PL,Fish,L.macrochirus,75,5,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.macrochirus_75_5,TERRG,2020-05-15
NA,NA,-24.890790798410563,16.641760590439347,13.25,43.53,PL,Fish,L.macrochirus,77,4,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.macrochirus_77_4,TERRG,2020-05-15
NA,NA,-23.603914169924956,16.98564834636762,14,46.09,AR,Fish,L.macrochirus,78,2,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.macrochirus_78_2,TERRG,2020-05-15
NA,NA,-22.084943531283045,15.71003037759288,13.48,43.47,SF,Fish,L.macrochirus,105,2,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_105_2,TERRG,2020-05-15
NA,NA,-24.311932875827836,15.986951264690687,14.03,44.55,SF,Fish,L.macrochirus,86,2,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_86_2,TERRG,2020-05-15
NA,NA,-25.771320952804317,15.316314479551496,14.01,45.37,EM,Fish,L.macrochirus,91,2,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_91_2,TERRG,2020-05-15
NA,NA,-26.79390231647192,9.41917519830085,14.25,46.48,PD,Fish,L.macrochirus,91,1,NA,Terrg 21-44.xlsx,TERRG_2020_05_PD_Fish_L.macrochirus_91_1,TERRG,2020-05-15
NA,NA,-27.278029383478014,9.283700946054939,13.48,43.92,PD,Fish,L.macrochirus,114,1,NA,Terrg 21-45.xlsx,TERRG_2020_05_PD_Fish_L.macrochirus_114_1,TERRG,2020-05-15
NA,NA,-23.39535848321776,16.726078286980833,14.09,45.26,SF,Fish,L.macrochirus,97,1,NA,Terrg 21-37.xlsx,TERRG_2020_05_SF_Fish_L.macrochirus_97_1,TERRG,2020-05-15
NA,NA,-25.347476200692448,14.483167634024026,13.86,45.48,EM,Fish,L.macrochirus,105,1,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.macrochirus_105_1,TERRG,2020-05-15
NA,NA,-24.48743056195903,16.48872980345135,15.05,49.13,PL,Fish,L.macrochirus,107,3,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.macrochirus_107_3,TERRG,2020-05-15
NA,NA,-27.755823558836344,13.839524318672296,14.53,48.47,WM,Fish,L.macrochirus,107,2,NA,Terrg 21-39.xlsx,TERRG_2020_05_WM_Fish_L.macrochirus_107_2,TERRG,2020-05-15
NA,NA,-24.754244098200623,17.09725820995553,14.14,46.31,AR,Fish,L.macrochirus,122,1,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.macrochirus_122_1,TERRG,2020-05-15
NA,NA,-21.27178148705802,15.792037010058637,14.85,48.8,PL,Fish,L.macrochirus,125,1,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.macrochirus_125_1,TERRG,2020-05-15
NA,NA,-24.240308594310235,15.687331734751059,13.61,44.31,PL,Fish,L.macrochirus,132,2,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.macrochirus_132_2,TERRG,2020-05-15
NA,NA,-28.420629608573517,12.038027450757761,14.55,46.41,TR,Fish,L.macrochirus,155,6,"""83-155""",Terrg 21-45.xlsx,TERRG_2020_05_TR_Fish_L.macrochirus_155_6,TERRG,2020-05-15
NA,NA,-23.980695103206873,21.001447637003913,14.9,47.48,TR,Fish,L.macrochirus,155,1,"""83-155""",Terrg 21-45.xlsx,TERRG_2020_05_TR_Fish_L.macrochirus_155_1,TERRG,2020-05-15
NA,NA,-21.20930347784142,19.143362222874963,13.82,43.93,TR,Fish,L.macrochirus,155,2,"""83-155""",Terrg 21-45.xlsx,TERRG_2020_05_TR_Fish_L.macrochirus_155_2,TERRG,2020-05-15
NA,NA,-23.034813739345473,18.037190786761265,15.34,48.88,TR,Fish,L.macrochirus,155,3,"""83-155""",Terrg 21-45.xlsx,TERRG_2020_05_TR_Fish_L.macrochirus_155_3,TERRG,2020-05-15
NA,NA,-23.45169464216801,19.552120828373184,14.62,46.69,TR,Fish,L.macrochirus,155,4,"""83-155""",Terrg 21-45.xlsx,TERRG_2020_05_TR_Fish_L.macrochirus_155_4,TERRG,2020-05-15
NA,NA,-25.148320232832653,15.619825151866689,13.8,45.18,EM,Fish,L.megalotis,78,1,"""juvenile sunfish""",Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.megalotis_78_1,TERRG,2020-05-15
NA,NA,-22.123311737797692,14.250703941330576,12.1,42.28,EM,Fish,L.megalotis,25,1,"""juvenile sunfish""",Terrg 21-41.xlsx,TERRG_2020_05_EM_Fish_L.megalotis_25_1,TERRG,2020-05-15
NA,NA,-26.418899318851985,19.45514226503342,13.8,46.01,AR,Fish,L.megalotis,38,9,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.megalotis_38_9,TERRG,2020-05-15
NA,NA,-31.616847315582504,14.280432796075985,13.28,41.71,GC,Fish,L.megalotis,51,10,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.megalotis_51_10,TERRG,2020-05-15
NA,NA,-25.34321302147776,18.00320854412405,13.67,45.22,AR,Fish,L.megalotis,52,8,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.megalotis_52_8,TERRG,2020-05-15
NA,NA,-27.89950175097924,19.046911592810982,13.84,46.64,AR,Fish,L.megalotis,53,4,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.megalotis_53_4,TERRG,2020-05-15
NA,NA,-27.570251762619456,18.63365344925575,10.63,35.32,AR,Fish,L.megalotis,54,7,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.megalotis_54_7,TERRG,2020-05-15
NA,NA,-26.357548389343947,18.851845705098782,13.88,45.83,AR,Fish,L.megalotis,55,6,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.megalotis_55_6,TERRG,2020-05-15
NA,NA,-25.296193365173252,17.07769697705647,13.56,45.45,PL,Fish,L.megalotis,55,8,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.megalotis_55_8,TERRG,2020-05-15
NA,NA,-24.678388446051272,17.000174802069132,13.98,46.75,PL,Fish,L.megalotis,56,9,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.megalotis_56_9,TERRG,2020-05-15
NA,NA,-30.437729461555477,13.761939496352621,13.54,43.4,GC,Fish,L.megalotis,57,7,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.megalotis_57_7,TERRG,2020-05-15
NA,NA,-31.856962303187665,8.207517099121942,14.48,45.99,GC,Fish,L.megalotis,58,9,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.megalotis_58_9,TERRG,2020-05-15
NA,NA,-31.787482221667872,8.304168277322802,13.75,44.71,GC,Fish,L.megalotis,60,8,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.megalotis_60_8,TERRG,2020-05-15
NA,NA,-24.586483582049652,17.346507635778806,14.14,47.01,PL,Fish,L.megalotis,62,7,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.megalotis_62_7,TERRG,2020-05-15
NA,NA,-27.86064616229082,18.662812782985924,14.04,47.01,AR,Fish,L.megalotis,63,5,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.megalotis_63_5,TERRG,2020-05-15
NA,NA,-29.198327419150985,14.223046159019225,13.69,44.32,GC,Fish,L.megalotis,63,6,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.megalotis_63_6,TERRG,2020-05-15
NA,NA,-27.793160139831983,19.37168624090913,13.78,45.79,AR,Fish,L.megalotis,77,3,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.megalotis_77_3,TERRG,2020-05-15
NA,NA,-29.89415000025359,15.305337998247605,13.06,42.91,GC,Fish,L.megalotis,77,2,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.megalotis_77_2,TERRG,2020-05-15
NA,NA,-28.012080919390932,17.168533582455147,13.64,45.32,EM,Fish,L.megalotis,75,2,NA,Terrg 21-40.xlsx,TERRG_2020_05_EM_Fish_L.megalotis_75_2,TERRG,2020-05-15
NA,NA,-26.749171822703573,17.07815381889093,13.55,45.24,EM,Fish,L.megalotis,79,2,NA,Terrg 21-41.xlsx,TERRG_2020_05_EM_Fish_L.megalotis_79_2,TERRG,2020-05-15
NA,NA,-31.218358612748418,16.03928288271039,14.05,44.69,GC,Fish,L.megalotis,79,4,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.megalotis_79_4,TERRG,2020-05-15
NA,NA,-24.015987913120597,17.451192191783854,13.72,45.48,AR,Fish,L.megalotis,86,1,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.megalotis_86_1,TERRG,2020-05-15
NA,NA,-24.30055733848907,15.172866391653258,13.82,46.53,PL,Fish,L.megalotis,128,1,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.megalotis_128_1,TERRG,2020-05-15
NA,NA,-24.509896195381643,16.82197447774758,13.86,45.7,PL,Fish,L.megalotis,86,1,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.megalotis_86_1,TERRG,2020-05-15
NA,NA,-24.950018377433828,16.520946811238296,12.42,41.06,PL,Fish,L.megalotis,89,5,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.megalotis_89_5,TERRG,2020-05-15
NA,NA,-24.393296129595015,17.160604348748667,14.11,45.94,AR,Fish,L.megalotis,91,2,NA,Terrg 21-41.xlsx,TERRG_2020_05_AR_Fish_L.megalotis_91_2,TERRG,2020-05-15
NA,NA,-29.82262638692439,9.092479449523568,13.81,45.14,GC,Fish,L.megalotis,91,3,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.megalotis_91_3,TERRG,2020-05-15
NA,NA,-31.179531508369706,15.153313749202503,13.9,44.22,GC,Fish,L.megalotis,91,5,NA,Terrg 21-38.xlsx,TERRG_2020_05_GC_Fish_L.megalotis_91_5,TERRG,2020-05-15
NA,NA,-23.903324092970976,16.82700838521429,14.07,45.28,PL,Fish,L.megalotis,97,4,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.megalotis_97_4,TERRG,2020-05-15
NA,NA,-25.534124846421882,17.150185244577095,13.73,47.49,PL,Fish,L.megalotis,103,3,NA,Terrg 21-43.xlsx,TERRG_2020_05_PL_Fish_L.megalotis_103_3,TERRG,2020-05-15
